benchmark,task_column,task_id,task_predictability_proxy_max_abs_peer_spearman,task_unpredictability_score,observed_count,difficulty_tier,task_score,observed_mean,observed_std
omnimath,omnimath/omnimath_232,omnimath_232,0.9244203820516033,0.07557961794839674,16,easy,0.75,0.75,0.3122498999199199
omnimath,omnimath/omnimath_1254,omnimath_1254,0.9244203820516033,0.07557961794839674,16,medium,0.6625000000000001,0.6625000000000001,0.391910385164772
lawbench,lawbench/lawbench-1-1-22-zero-shot,lawbench-1-1-22-zero-shot,0.9244748010411543,0.07552519895884569,13,medium,0.5061327478475417,0.4939313076923077,0.3533569013575117
lawbench,lawbench/lawbench-1-1-1-zero-shot,lawbench-1-1-1-zero-shot,0.9244748010411543,0.07552519895884569,16,medium,0.5571468125000001,0.5571468125000001,0.3035797781109643
usaco,usaco/90,90,0.924476419666364,0.07552358033363604,16,easy,0.8374999999999999,0.8374999999999999,0.2847696437473629
spreadsheetbench,spreadsheetbench/343-20,343-20,0.9245104665301613,0.07548953346983867,16,easy,0.7875,0.7875,0.3038811445285804
simpleqa,simpleqa/simpleqa-3115,simpleqa-3115,0.9247721989276617,0.07522780107233829,16,easy,0.9375,0.9375,0.1363589014329464
aider-polyglot,aider-polyglot/polyglot_python_sgf-parsing,polyglot_python_sgf-parsing,0.9248095960311146,0.07519040396888543,16,medium,0.6625000000000001,0.6625000000000001,0.3443744328488978
spreadsheetbench,spreadsheetbench/41348,41348,0.9248215339051907,0.07517846609480927,16,easy,0.909375,0.909375,0.1751952036301222
dacode,dacode/dacode-di-csv-013,dacode-di-csv-013,0.924889903666121,0.075110096333879,14,medium,0.5773603848770074,0.5714287142857143,0.154743799673815
labbench,labbench/figqa-0084,figqa-0084,0.9250364219204519,0.07496357807954812,16,hard,0.2625,0.2625,0.3515590277606308
labbench,labbench/figqa-0010,figqa-0010,0.9250364219204519,0.07496357807954812,16,medium,0.3125,0.3125,0.3935019059674298
labbench,labbench/figqa-0163,figqa-0163,0.9250531132275034,0.07494688677249661,16,hard,0.1625,0.1625,0.2368411915187052
aider-polyglot,aider-polyglot/polyglot_go_pov,polyglot_go_pov,0.9250605622113731,0.07493943778862688,16,easy,0.7374999999999999,0.7374999999999999,0.3655047879303361
quixbugs,quixbugs/quixbugs-java-rpn_eval,quixbugs-java-rpn_eval,0.9250860597501515,0.07491394024984854,15,saturated,0.9516142294220572,0.9533333333333334,0.1309792180292566
spreadsheetbench,spreadsheetbench/374-18,374-18,0.9251461988304089,0.07485380116959106,16,easy,0.7375,0.7375,0.3655047879303361
swesmith,swesmith/oauthlib__oauthlib.1fd52536.combine_file__aq6tx8j7,oauthlib__oauthlib.1fd52536.combine_file__aq6tx8j7,0.9252374057657379,0.07476259423426213,16,frontier,0.03125,0.03125,0.1210307295689817
gpqa-diamond,gpqa-diamond/6,6,0.9252511967123221,0.07474880328767786,16,easy,0.9125,0.9125,0.1727534370135656
omnimath,omnimath/omnimath_575,omnimath_575,0.9253631691039974,0.07463683089600259,16,easy,0.7875,0.7875,0.2394655507583502
aider-polyglot,aider-polyglot/polyglot_javascript_beer-song,polyglot_javascript_beer-song,0.925518118573168,0.07448188142683199,16,medium,0.425,0.425,0.4465142774872938
mmmlu,mmmlu/mmmlu-sw-ke-00131,mmmlu-sw-ke-00131,0.9256474848554603,0.07435251514453967,16,hard,0.1124999999999999,0.1124999999999999,0.2642796813983247
compilebench,compilebench/curl-ssl-arm64-static2,curl-ssl-arm64-static2,0.925715036701991,0.07428496329800904,15,medium,0.6050946954405231,0.5977777999999999,0.4011957474264817
compilebench,compilebench/curl-ssl-arm64-static,curl-ssl-arm64-static,0.925715036701991,0.07428496329800904,14,medium,0.6611681165140223,0.6357142857142858,0.4028596757772449
dacode,dacode/dacode-di-text-033,dacode-di-text-033,0.9258141545934586,0.07418584540654138,14,easy,0.8785403721136504,0.8714285714285716,0.2084931359903775
labbench,labbench/figqa-0150,figqa-0150,0.9258246165740726,0.07417538342592744,16,hard,0.15,0.15,0.278388218141501
gso,gso/gso-pydantic--pydantic-4a09447,gso-pydantic--pydantic-4a09447,0.9258369209893219,0.07416307901067809,14,medium,0.488891411578312,0.4535714285714284,0.3297533091539176
aider-polyglot,aider-polyglot/polyglot_python_two-bucket,polyglot_python_two-bucket,0.9258826953643723,0.07411730463562771,16,medium,0.6625,0.6625,0.3982383080518497
arc-agi-2,arc-agi-2/80a900e0_0,80a900e0_0,0.9258994977487512,0.07410050225124876,16,hard,0.225,0.225,0.3152380053229623
labbench,labbench/figqa-0069,figqa-0069,0.9260513965196452,0.07394860348035481,16,medium,0.3249999999999999,0.3249999999999999,0.3929058411375427
dacode,dacode/dacode-ml-regression-014,dacode-ml-regression-014,0.9261628214954924,0.07383717850450755,14,medium,0.6400483634546018,0.6433639285714285,0.4289990272057675
aider-polyglot,aider-polyglot/polyglot_go_tree-building,polyglot_go_tree-building,0.9261647192148877,0.07383528078511226,16,medium,0.6499999999999999,0.6499999999999999,0.4444097208657794
featurebench-modal,featurebench-modal/huggingface__transformers.e2e8dbed.test_modeling_informer.de781186.lv1,huggingface__transformers.e2e8dbed.test_modeling_informer.de781186.lv1,0.9261919634054544,0.0738080365945456,16,hard,0.05625,0.05625,0.1321398406991623
featurebench-modal,featurebench-modal/huggingface__transformers.e2e8dbed.test_modeling_seggpt.f9e83f60.lv1,huggingface__transformers.e2e8dbed.test_modeling_seggpt.f9e83f60.lv1,0.9261919634054544,0.0738080365945456,16,frontier,0.0375,0.0375,0.1053268721647045
spreadsheetbench,spreadsheetbench/45372,45372,0.9262116498428259,0.07378835015717411,16,easy,0.7875000000000001,0.7875000000000001,0.3038811445285804
gaia,gaia/6b078778-0b90-464d-83f6-59511c811b01,6b078778-0b90-464d-83f6-59511c811b01,0.9262342042870718,0.07376579571292818,16,easy,0.7375,0.7375,0.3295356581616017
gpqa-diamond,gpqa-diamond/47,47,0.9262790461624245,0.07372095383757549,16,medium,0.6583333124999999,0.6583333124999999,0.3755551626703324
hle,hle/hle/hle__673a811139a72249939a6b6d,hle/hle__673a811139a72249939a6b6d,0.9263132141311722,0.07368678586882782,13,medium,0.5041443576182074,0.4871794615384615,0.4062626214091674
gpqa-diamond,gpqa-diamond/182,182,0.9264137132243212,0.0735862867756788,16,easy,0.8031250000000001,0.8031250000000001,0.3023185147737399
gpqa-diamond,gpqa-diamond/117,117,0.9264137132243212,0.0735862867756788,16,easy,0.925,0.925,0.1391941090707505
featurebench-modal,featurebench-modal/lightning-ai__pytorch-lightning.126fa6f1.test_data.12056068.lv1,lightning-ai__pytorch-lightning.126fa6f1.test_data.12056068.lv1,0.9264330227789616,0.07356697722103844,16,hard,0.225,0.225,0.3072051431861127
hle,hle/hle/hle__66ef37d1e2195ad810081d37,hle/hle__66ef37d1e2195ad810081d37,0.9264919935630707,0.07350800643692934,15,medium,0.3651640578734089,0.3644444666666667,0.390909055888087
gso,gso/gso-huggingface--tokenizers-bfd9cde,gso-huggingface--tokenizers-bfd9cde,0.9265056386297379,0.0734943613702621,16,hard,0.2,0.2,0.3535533905932738
gso,gso/gso-huggingface--tokenizers-c893204,gso-huggingface--tokenizers-c893204,0.9265056386297379,0.0734943613702621,16,medium,0.35,0.35,0.3968626966596885
usaco,usaco/434,434,0.9265395969398379,0.0734604030601621,16,easy,0.8375,0.8375,0.3018174116912409
aime,aime/aime_61,aime_61,0.9265943330304783,0.07340566696952167,16,easy,0.8458333125,0.8458333125,0.2377192420079616
reasoning-gym,reasoning-gym/reasoning-gym-arithmetic-decimal-arithmetic-easy00cea0a5-seed45-2,reasoning-gym-arithmetic-decimal-arithmetic-easy00cea0a5-seed45-2,0.9267077200488829,0.07329227995111709,16,easy,0.8875000000000001,0.8875000000000001,0.1727534370135656
skillsbench,skillsbench/pg-essay-to-audiobook,pg-essay-to-audiobook,0.9268126714072049,0.07318732859279509,14,easy,0.7865605581704758,0.7714285714285715,0.3843892584878203
skillsbench,skillsbench/lean4-proof,lean4-proof,0.9268126714072049,0.07318732859279509,14,medium,0.6753610233125388,0.6714285714285715,0.3971839649845098
gpqa-diamond,gpqa-diamond/146,146,0.9268482791495958,0.07315172085040422,16,easy,0.915625,0.915625,0.1885128891481959
hle,hle/hle/hle__673cf4fe0a06bbe311425068,hle/hle__673cf4fe0a06bbe311425068,0.9269057799648606,0.07309422003513943,13,hard,0.289148836094566,0.3230769230769231,0.4335077785724729
gaia2,gaia2/gaia2-cli/0052_snsq4rd73gytoo0wr75bgd2nyzra07z1,gaia2-cli/0052_snsq4rd73gytoo0wr75bgd2nyzra07z1,0.9270987480750938,0.07290125192490615,16,medium,0.3027779375,0.3027779375,0.3379198634936374
gaia2,gaia2/gaia2-cli/0787_d2ljdpgaj90leipexeolvajdowbmoxxk,gaia2-cli/0787_d2ljdpgaj90leipexeolvajdowbmoxxk,0.9270987480750938,0.07290125192490615,16,hard,0.21730775,0.21730775,0.2509080970214742
research-code-bench,research-code-bench/advantage-alignment_integrated_aa,advantage-alignment_integrated_aa,0.9271050693011067,0.0728949306988933,16,hard,0.2,0.2,0.3464101615137755
reasoning-gym,reasoning-gym/reasoning-gym-algorithmic-rotate-matrix-hard0292e21f-seed45-0,reasoning-gym-algorithmic-rotate-matrix-hard0292e21f-seed45-0,0.927135403751401,0.07286459624859898,15,easy,0.821875,0.81,0.2684523545560118
spreadsheetbench,spreadsheetbench/50683,50683,0.9272445919182369,0.07275540808176306,16,easy,0.875,0.875,0.2567829823021767
usaco,usaco/967,967,0.9272751831103858,0.07272481688961419,16,medium,0.5875,0.5875,0.3903123748998999
ineqmath,ineqmath/97,97,0.9273023612958963,0.07269763870410373,16,easy,0.84375,0.84375,0.2714975828621684
simpleqa,simpleqa/simpleqa-1417,simpleqa-1417,0.9273415204978552,0.07265847950214477,16,easy,0.7875,0.7875,0.3199120973017431
simpleqa,simpleqa/simpleqa-2192,simpleqa-2192,0.9273415204978552,0.07265847950214477,16,easy,0.8625,0.8625,0.1964529205687713
swebenchpro,swebenchpro/instance_internetarchive__openlibrary-3c48b4bb782189e0858e6c3fc7956046cf3e1cfb-v2d9a6c849c60ed19fd0858ce9e40b7cc8e097e59,instance_internetarchive__openlibrary-3c48b4bb782189e0858e6c3fc7956046cf3e1cfb-v2d9a6c849c60ed19fd0858ce9e40b7cc8e097e59,0.9274525112962222,0.07254748870377781,15,easy,0.7208333124999999,0.7022222,0.4028540361219682
arc-agi-2,arc-agi-2/d59b0160_0,d59b0160_0,0.9274995785956165,0.07250042140438351,16,medium,0.3625,0.3625,0.362068708949006
labbench,labbench/figqa-0145,figqa-0145,0.9276121781786063,0.0723878218213937,16,medium,0.375,0.375,0.3992179855667828
swebench-verified,swebench-verified/django__django-15380,django__django-15380,0.9276336570439174,0.07236634295608257,16,easy,0.875,0.875,0.2727178028658928
ineqmath,ineqmath/60,60,0.9276346848475625,0.07236531515243749,16,easy,0.821875,0.821875,0.2428468846310366
labbench,labbench/figqa-0120,figqa-0120,0.9276581537789781,0.07234184622102191,16,medium,0.425,0.425,0.4115519408288582
gpqa-diamond,gpqa-diamond/128,128,0.9277208222410129,0.07227917775898707,16,easy,0.81875,0.81875,0.2877037321620976
spreadsheetbench,spreadsheetbench/51262,51262,0.9277233815157243,0.07227661848427569,16,medium,0.65,0.65,0.4387482193696061
mmmlu,mmmlu/mmmlu-yo-ng-00144,mmmlu-yo-ng-00144,0.9277395261942271,0.07226047380577294,16,medium,0.575,0.575,0.3799671038392666
aider-polyglot,aider-polyglot/polyglot_python_pig-latin,polyglot_python_pig-latin,0.9277537855129118,0.07224621448708823,16,easy,0.85,0.85,0.278388218141501
arc-agi-2,arc-agi-2/bf45cf4b_0,bf45cf4b_0,0.9277712507244904,0.0722287492755096,16,medium,0.7,0.7,0.412310562561766
medagentbench,medagentbench/task9_2,task9_2,0.9278843611976129,0.07211563880238714,16,medium,0.3,0.3,0.3464101615137754
medagentbench,medagentbench/task9_12,task9_12,0.9278843611976129,0.07211563880238714,16,medium,0.35,0.35,0.35
gpqa-diamond,gpqa-diamond/152,152,0.9279132981121241,0.07208670188787591,16,easy,0.821875,0.821875,0.3157178081372668
spreadsheetbench,spreadsheetbench/379-36,379-36,0.9279237676175014,0.0720762323824986,16,easy,0.79375,0.79375,0.3050998811864731
dacode,dacode/dacode-dm-csv-049,dacode-dm-csv-049,0.9279888957050886,0.07201110429491142,14,easy,0.8432802790852378,0.8285714285714285,0.3194382824999699
dacode,dacode/dacode-data-sa-044,dacode-data-sa-044,0.9279888957050886,0.07201110429491142,14,easy,0.8932802790852379,0.8857142857142858,0.2231499907401901
livecodebench,livecodebench/3696,3696,0.9280128543531729,0.07198714564682707,16,medium,0.6875,0.6875,0.4240798863421843
livecodebench,livecodebench/arc189_b,arc189_b,0.9280128543531729,0.07198714564682707,16,medium,0.6875,0.6875,0.3998046397929869
simpleqa,simpleqa/simpleqa-2837,simpleqa-2837,0.9280776503073431,0.07192234969265687,16,easy,0.8,0.8,0.282842712474619
labbench,labbench/figqa-0177,figqa-0177,0.9281152670397042,0.07188473296029585,16,medium,0.4875,0.4875,0.3870965641800505
reasoning-gym,reasoning-gym/reasoning-gym-games-mini-sudoku-easy00cea0a5-seed45-1,reasoning-gym-games-mini-sudoku-easy00cea0a5-seed45-1,0.9281177056561316,0.07188229434386839,16,easy,0.9416666875,0.9416666875,0.1050792805853744
labbench,labbench/figqa-0081,figqa-0081,0.9281500688947019,0.07184993110529814,16,hard,0.2375,0.2375,0.3550968177835448
arc-agi-2,arc-agi-2/b10624e5_0,b10624e5_0,0.9281783695707914,0.07182163042920864,16,medium,0.325,0.325,0.4115519408288582
arc-agi-2,arc-agi-2/c7f57c3e_0,c7f57c3e_0,0.9281783695707914,0.07182163042920864,16,hard,0.15,0.15,0.206155281280883
reasoning-gym,reasoning-gym/reasoning-gym-graphs-quantum-lock-easy00cea0a5-seed45-1,reasoning-gym-graphs-quantum-lock-easy00cea0a5-seed45-1,0.9282328578245709,0.07176714217542912,16,easy,0.9145833125,0.9145833125,0.1964861192351506
medagentbench,medagentbench/task4_18,task4_18,0.9282414249657436,0.07175857503425642,16,easy,0.8875,0.8875,0.2117634293262177
featurebench-modal,featurebench-modal/astropy__astropy.b0db0daa.test_compressed.8daeb7d6.lv1,astropy__astropy.b0db0daa.test_compressed.8daeb7d6.lv1,0.9282714220954199,0.0717285779045801,16,hard,0.1375,0.1375,0.2619040854969621
aider-polyglot,aider-polyglot/polyglot_cpp_linked-list,polyglot_cpp_linked-list,0.9284227398145022,0.07157726018549782,16,easy,0.75,0.75,0.3354101966249684
gpqa-diamond,gpqa-diamond/36,36,0.9284641542475187,0.07153584575248129,16,easy,0.7166666875,0.7166666875,0.3796928555863803
gaia,gaia/b9763138-c053-4832-9f55-86200cb1f99c,b9763138-c053-4832-9f55-86200cb1f99c,0.92866619526337,0.07133380473662998,16,easy,0.7125,0.7125,0.3159806164941134
hle,hle/hle/hle__66fc8353c9752085eff2c8c0,hle/hle__66fc8353c9752085eff2c8c0,0.9287427651524233,0.07125723484757673,13,medium,0.3574936073229071,0.3897436153846154,0.4141482245208533
ineqmath,ineqmath/61,61,0.9289216271147382,0.07107837288526175,16,easy,0.7062499999999999,0.7062499999999999,0.2656801413354035
spreadsheetbench,spreadsheetbench/438-18,438-18,0.9289556870928443,0.07104431290715574,16,medium,0.640625,0.640625,0.4455399638360177
terminal-bench,terminal-bench/merge-diff-arc-agi-task,merge-diff-arc-agi-task,0.9290923021483614,0.07090769785163864,16,easy,0.76875,0.76875,0.3494974070003954
terminal-bench,terminal-bench/regex-log,regex-log,0.9290923021483614,0.07090769785163864,16,easy,0.7375,0.7375,0.3789376597806029
swebenchpro,swebenchpro/instance_internetarchive__openlibrary-1894cb48d6e7fb498295a5d3ed0596f6f603b784-v0f5aece3601a5b4419f7ccec1dbda2071be28ee4,instance_internetarchive__openlibrary-1894cb48d6e7fb498295a5d3ed0596f6f603b784-v0f5aece3601a5b4419f7ccec1dbda2071be28ee4,0.929115851200115,0.07088414879988503,15,medium,0.4928574280405641,0.4666666666666666,0.3699849846803096
featurebench-modal,featurebench-modal/pandas-dev__pandas.82fa2715.test_col.a592871d.lv2,pandas-dev__pandas.82fa2715.test_col.a592871d.lv2,0.92921050646178,0.07078949353821995,16,hard,0.175,0.175,0.3152380053229622
gaia,gaia/dc22a632-937f-4e6a-b72f-ba0ff3f5ff97,dc22a632-937f-4e6a-b72f-ba0ff3f5ff97,0.92922580885936,0.07077419114063999,16,medium,0.5125,0.5125,0.4240798863421844
simpleqa,simpleqa/simpleqa-4280,simpleqa-4280,0.9293367957023204,0.07066320429767958,16,easy,0.8374999999999999,0.8374999999999999,0.2570870475150392
gaia,gaia/87c610df-bef7-4932-b950-1d83ef4e282b,87c610df-bef7-4932-b950-1d83ef4e282b,0.9293789822822425,0.07062101771775753,16,easy,0.7749999999999999,0.7749999999999999,0.2817356917396161
hle,hle/hle/hle__66ea70cd3d800a43340dd4d0,hle/hle__66ea70cd3d800a43340dd4d0,0.9295013059827801,0.07049869401721987,14,medium,0.4225533494709678,0.4285714285714285,0.4526565576501388
swebench-verified,swebench-verified/sympy__sympy-16766,sympy__sympy-16766,0.9296057255274167,0.07039427447258328,16,easy,0.8875,0.8875,0.2117634293262177
arc-agi-2,arc-agi-2/cbebaa4b_0,cbebaa4b_0,0.9296853175606915,0.0703146824393085,16,hard,0.2249999999999999,0.2249999999999999,0.2989565185775349
spreadsheetbench,spreadsheetbench/395-36,395-36,0.9299023154779325,0.07009768452206755,16,medium,0.6375,0.6375,0.4484347778663024
crustbench,crustbench/crustbench-graph-recogniser,crustbench-graph-recogniser,0.9299145897620347,0.07008541023796533,14,easy,0.8251123882346161,0.8142857142857143,0.297266457809783
aider-polyglot,aider-polyglot/polyglot_javascript_resistor-color-trio,polyglot_javascript_resistor-color-trio,0.9299203334999124,0.07007966650008757,16,hard,0.1375,0.1375,0.2976470224947665
aider-polyglot,aider-polyglot/polyglot_javascript_twelve-days,polyglot_javascript_twelve-days,0.9299203334999124,0.07007966650008757,16,hard,0.15,0.15,0.2958039891549808
usaco,usaco/262,262,0.9299281544160293,0.07007184558397073,16,easy,0.8625,0.8625,0.2976470224947665
omnimath,omnimath/omnimath_4096,omnimath_4096,0.929976557159825,0.07002344284017503,16,easy,0.85,0.85,0.2499999999999999
omnimath,omnimath/omnimath_3833,omnimath_3833,0.929976557159825,0.07002344284017503,16,easy,0.9125,0.9125,0.2446298223847616
reasoning-gym,reasoning-gym/reasoning-gym-algebra-polynomial-multiplication-hard0292e21f-seed45-1,reasoning-gym-algebra-polynomial-multiplication-hard0292e21f-seed45-1,0.9301312865286169,0.06986871347138313,16,medium,0.6791666875,0.6791666875,0.3794870434492327
reasoning-gym,reasoning-gym/reasoning-gym-games-maze-hard0292e21f-seed45-0,reasoning-gym-games-maze-hard0292e21f-seed45-0,0.9301312865286169,0.06986871347138313,16,easy,0.7791666875000001,0.7791666875000001,0.3289028407384768
crustbench,crustbench/crustbench-ljmm,crustbench-ljmm,0.9301940387569637,0.06980596124303629,13,easy,0.7366345131410148,0.7230769230769231,0.3377615138476946
dacode,dacode/dacode-data-wrangling-022,dacode-data-wrangling-022,0.9302189140261679,0.06978108597383215,14,easy,0.916904905397593,0.9142857142857144,0.1807015805810502
hle,hle/hle/hle__66eaf0ba5e31c19691fe73b1,hle/hle__66eaf0ba5e31c19691fe73b1,0.9302713151320513,0.0697286848679487,15,medium,0.6087439571268942,0.5866666666666667,0.4410089442277661
crustbench,crustbench/crustbench-libm17,crustbench-libm17,0.930275952913753,0.06972404708624702,14,hard,0.2142487914253788,0.2428571428571428,0.4012734830053754
crustbench,crustbench/crustbench-razz-simulation,crustbench-razz-simulation,0.930275952913753,0.06972404708624702,14,hard,0.268620769988826,0.3,0.4259443290250164
gaia,gaia/cf106601-ab4f-4af9-b045-5295fe67b37d,cf106601-ab4f-4af9-b045-5295fe67b37d,0.9302915693516078,0.06970843064839216,16,easy,0.8,0.8,0.3162277660168379
gaia2,gaia2/gaia2-cli/0454_51zeute4refgj8p4j3o4fkjozr1fz3tz,gaia2-cli/0454_51zeute4refgj8p4j3o4fkjozr1fz3tz,0.9303028569184671,0.06969714308153285,16,hard,0.2888671874999999,0.2888671874999999,0.2588732174490099
crmarena,crmarena/crmarena_0866_transfer_count,crmarena_0866_transfer_count,0.9303592286902188,0.06964077130978119,16,hard,0.2625,0.2625,0.2420614591379635
reasoning-gym,reasoning-gym/reasoning-gym-arithmetic-bitwise-arithmetic-hard0292e21f-seed45-0,reasoning-gym-arithmetic-bitwise-arithmetic-hard0292e21f-seed45-0,0.9304003649029584,0.06959963509704159,15,easy,0.7749999999999999,0.76,0.3666060555964672
dacode,dacode/dacode-ml-multi-005,dacode-ml-multi-005,0.9304634122282388,0.0695365877717612,14,medium,0.6050530072778239,0.6090603571428571,0.3201525005336423
featurebench-modal,featurebench-modal/pytest-dev__pytest.68016f0e.raises_group.c28bf36a.lv1,pytest-dev__pytest.68016f0e.raises_group.c28bf36a.lv1,0.9306052918803103,0.06939470811968973,16,hard,0.2875,0.2875,0.3314268395890713
crmarena,crmarena/crmarena_0100_knowledge_qa,crmarena_0100_knowledge_qa,0.9306155286258777,0.06938447137412229,16,medium,0.3060613125,0.3060613125,0.1923901528446553
crmarena,crmarena/crmarena_0006_knowledge_qa,crmarena_0006_knowledge_qa,0.9306155286258777,0.06938447137412229,16,hard,0.2071341875,0.2071341875,0.1550140528299848
lawbench,lawbench/lawbench-3-6-2-zero-shot,lawbench-3-6-2-zero-shot,0.9306535570983473,0.0693464429016527,16,medium,0.63625,0.63625,0.2389266362296175
gso,gso/gso-huggingface--transformers-63b90a5,gso-huggingface--transformers-63b90a5,0.9306730097186097,0.06932699028139033,14,medium,0.4809584803561352,0.4571428571428571,0.4030495994190253
gso,gso/gso-numpy--numpy-ec52363,gso-numpy--numpy-ec52363,0.9306730097186097,0.06932699028139033,14,medium,0.3732188602671014,0.3535714285714285,0.2990844874149191
arc-agi-2,arc-agi-2/a47bf94d_0,a47bf94d_0,0.9307259888124252,0.06927401118757481,16,hard,0.1249999999999999,0.1249999999999999,0.2633913438213184
algotune,algotune/algotune-feedback-controller-design,algotune-feedback-controller-design,0.9307351133454347,0.06926488665456532,16,medium,0.6049306875,0.6049306875,0.3452033357804713
omnimath,omnimath/omnimath_1582,omnimath_1582,0.9307794810086181,0.06922051899138193,16,easy,0.9125,0.9125,0.1727534370135656
crmarena,crmarena/crmarena_0581_named_entity_disambiguation,crmarena_0581_named_entity_disambiguation,0.9308958533950296,0.06910414660497044,16,medium,0.425,0.425,0.2537222891273055
swebench-verified,swebench-verified/sphinx-doc__sphinx-9602,sphinx-doc__sphinx-9602,0.9309493362512623,0.0690506637487377,16,hard,0.05,0.05,0.1118033988749895
swebench-verified,swebench-verified/django__django-11087,django__django-11087,0.9309493362512623,0.0690506637487377,16,hard,0.075,0.075,0.1561249499599599
gaia,gaia/076c8171-9b3b-49b9-a477-244d2a532826,076c8171-9b3b-49b9-a477-244d2a532826,0.9309493362512624,0.06905066374873758,16,easy,0.8999999999999999,0.8999999999999999,0.2236067977499789
bfcl,bfcl/bfcl-live-multiple-887-184-4,bfcl-live-multiple-887-184-4,0.9309493362512624,0.06905066374873758,16,easy,0.95,0.95,0.1118033988749894
bfcl,bfcl/bfcl-parallel-multiple-90,bfcl-parallel-multiple-90,0.9309493362512624,0.06905066374873758,16,saturated,0.9625,0.9625,0.0780624749799799
bfcl,bfcl/bfcl-live-multiple-179-75-1,bfcl-live-multiple-179-75-1,0.9309493362512625,0.06905066374873747,16,easy,0.95,0.95,0.1118033988749894
mmmlu,mmmlu/mmmlu-de-de-00022,mmmlu-de-de-00022,0.9310299833683713,0.06897001663162872,16,medium,0.6875,0.6875,0.4060095442227929
reasoning-gym,reasoning-gym/reasoning-gym-algorithmic-rotate-matrix-hard0292e21f-seed45-1,reasoning-gym-algorithmic-rotate-matrix-hard0292e21f-seed45-1,0.9310319751880136,0.06896802481198638,15,easy,0.8804746960248818,0.9066666666666666,0.1913693345920976
gpqa-diamond,gpqa-diamond/9,9,0.9310361901532092,0.06896380984679085,16,easy,0.94375,0.94375,0.1321398406991623
reasoning-gym,reasoning-gym/reasoning-gym-games-n-queens-easy00cea0a5-seed45-0,reasoning-gym-games-n-queens-easy00cea0a5-seed45-0,0.9310364256646588,0.06896357433534117,16,medium,0.5541666875,0.5541666875,0.3783874839643085
reasoning-gym,reasoning-gym/reasoning-gym-games-n-queens-easy00cea0a5-seed45-1,reasoning-gym-games-n-queens-easy00cea0a5-seed45-1,0.9310364256646588,0.06896357433534117,16,medium,0.4916666875,0.4916666875,0.4195732045285302
omnimath,omnimath/omnimath_259,omnimath_259,0.9311821380659371,0.06881786193406292,16,medium,0.7,0.7,0.3391164991562634
omnimath,omnimath/omnimath_2379,omnimath_2379,0.9311821380659371,0.06881786193406292,16,medium,0.6875,0.6875,0.3998046397929869
usaco,usaco/412,412,0.9311851962180488,0.06881480378195115,16,easy,0.8374999999999999,0.8374999999999999,0.3257203555198846
usaco,usaco/549,549,0.9311851962180488,0.06881480378195115,16,easy,0.8125,0.8125,0.3199120973017432
terminal-bench,terminal-bench/git-multibranch,git-multibranch,0.93123209426957,0.06876790573043001,16,easy,0.775,0.775,0.3152380053229623
quixbugs,quixbugs/quixbugs-python-mergesort,quixbugs-python-mergesort,0.9312710447611506,0.06872895523884937,16,easy,0.753125,0.753125,0.3452665410592228
arc-agi-2,arc-agi-2/291dc1e1_0,291dc1e1_0,0.9313082891774525,0.06869171082254755,16,hard,0.2625,0.2625,0.3295356581616017
arc-agi-2,arc-agi-2/97d7923e_0,97d7923e_0,0.9313082891774525,0.06869171082254755,16,medium,0.3125,0.3125,0.4414110895752394
reasoning-gym,reasoning-gym/reasoning-gym-algorithmic-rotate-matrix-easy00cea0a5-seed45-2,reasoning-gym-algorithmic-rotate-matrix-easy00cea0a5-seed45-2,0.9313248650654978,0.06867513493450217,16,easy,0.9166666875,0.9166666875,0.1802775348825799
mmmlu,mmmlu/mmmlu-pt-br-00111,mmmlu-pt-br-00111,0.9314375220250599,0.06856247797494008,16,hard,0.175,0.175,0.2537222891273055
mmmlu,mmmlu/mmmlu-ar-xy-00001,mmmlu-ar-xy-00001,0.9314375220250599,0.06856247797494008,16,hard,0.1125,0.1125,0.2446298223847615
omnimath,omnimath/omnimath_2614,omnimath_2614,0.9315287926773658,0.06847120732263423,16,easy,0.9375,0.9375,0.1536025715930563
gpqa-diamond,gpqa-diamond/176,176,0.9315681670935989,0.06843183290640109,16,easy,0.809375,0.809375,0.3279761567172223
spreadsheetbench,spreadsheetbench/54675,54675,0.9315722231631443,0.06842777683685575,16,easy,0.8375,0.8375,0.3479852726768763
reasoning-gym,reasoning-gym/reasoning-gym-arithmetic-dice-hard0292e21f-seed45-0,reasoning-gym-arithmetic-dice-hard0292e21f-seed45-0,0.9315885051121782,0.06841149488782183,15,easy,0.9,0.8933333333333333,0.1913693345920976
bixbench,bixbench/bix-61-q2,bix-61-q2,0.931611318203747,0.06838868179625301,16,medium,0.6625000000000001,0.6625000000000001,0.391910385164772
bixbench,bixbench/bix-12-q5,bix-12-q5,0.931611318203747,0.06838868179625301,16,easy,0.7124999999999999,0.7124999999999999,0.4121210380458634
research-code-bench,research-code-bench/eomt_forward_pass,eomt_forward_pass,0.9316264689594825,0.06837353104051747,16,hard,0.2375,0.2375,0.3620687089490059
featurebench-modal,featurebench-modal/huggingface__transformers.e2e8dbed.test_processing_grounding_dino.3d24a7e6.lv1,huggingface__transformers.e2e8dbed.test_processing_grounding_dino.3d24a7e6.lv1,0.9316574172330783,0.06834258276692173,16,hard,0.15,0.15,0.229128784747792
